language,query,medicine,intent
tulu,Ibuprofen ತಿಂದ್ ಎಂಚಿನ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಆಪುಂಡು?,Ibuprofen,side_effects
kn,Aspirin ಜೊತೆ ಯಾವ ಔಷಧಿಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Aspirin,interactions
kn,ಯಾವಾಗ Aspirin ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Aspirin,contraindications
en,Are there people who cannot use Aspirin?,Aspirin,contraindications
kn,Paracetamol ಜೊತೆ ಯಾವ ಔಷಧಿಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Paracetamol,interactions
en,I want to know more about Aspirin.,Aspirin,medicine_info
tulu,Aspirin ದ ಬಗ್ಗೆ ಎಂಚಿನ ಮಾಹಿತಿ ಉಂಡು?,Aspirin,medicine_info
tulu,Ibuprofen ತಿನ್ಪುನಗ ಯೆಂಚಿನ ಜಾಗ್ರತೆ ಬೇಕು?,Ibuprofen,warnings
tulu,Aspirin ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Aspirin,medicine_info
kn,Metformin ಬಳಸುವ ಮೊದಲು ಯಾವ ಸುರಕ್ಷತಾ ಮಾಹಿತಿ ತಿಳಿದಿರಬೇಕು?,Metformin,warnings
en,How much Metformin should be taken?,Metformin,dosage
en,Give me some information about Aspirin.,Aspirin,medicine_info
tulu,Paracetamol ಎಷ್ಟ್ ಪ್ರಮಾಣಡ್ ತಿನ್ಪುಂಡು?,Paracetamol,dosage
en,Can Aspirin interact with other medicines?,Aspirin,interactions
en,When is Metformin not suitable?,Metformin,contraindications
kn,Paracetamol ಸೇವನೆಯಿಂದ ಅನಗತ್ಯ ಪರಿಣಾಮಗಳಿವೆಯೇ?,Paracetamol,side_effects
kn,ಯಾವಾಗ Paracetamol ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Paracetamol,contraindications
tulu,Paracetamol ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Paracetamol,medicine_info
en,Is it safe to combine Paracetamol with other drugs?,Paracetamol,interactions
en,Give me some information about Metformin.,Metformin,medicine_info
tulu,Paracetamol ದ ಬಗ್ಗೆ ಎಂಚಿನ ಮಾಹಿತಿ ಉಂಡು?,Paracetamol,medicine_info
en,Which medicines should not be taken with Paracetamol?,Paracetamol,interactions
kn,Paracetamol ಯಾವ ಕಾಯಿಲೆಗೆ ಉಪಯೋಗವಾಗುತ್ತದೆ?,Paracetamol,uses
tulu,Aspirin ತಿಂದ್ ಯಾವುದೇ ತೊಂದರೆ ಉಂಡಾ?,Aspirin,side_effects
en,How much Paracetamol should be taken?,Paracetamol,dosage
