language,query,medicine,intent
kn,Glimepiride ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Glimepiride,uses
kn,Glimepiride ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Glimepiride,uses
kn,Glimepiride ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Glimepiride,uses
kn,Glimepiride ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Glimepiride,side_effects
kn,Glimepiride ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Glimepiride,side_effects
kn,Glimepiride ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Glimepiride,side_effects
kn,Glimepiride ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Glimepiride,contraindications
kn,Glimepiride ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Glimepiride,contraindications
kn,ಯಾರು Glimepiride ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Glimepiride,contraindications
kn,Glimepiride ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Glimepiride,warnings
kn,Glimepiride ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Glimepiride,warnings
kn,Glimepiride ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Glimepiride,warnings
kn,Glimepiride ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Glimepiride,interactions
kn,Glimepiride ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Glimepiride,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Glimepiride ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Glimepiride,interactions
kn,Glimepiride ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Glimepiride,dosage
kn,Glimepiride ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Glimepiride,dosage
kn,Glimepiride ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Glimepiride,dosage
kn,Sitagliptin ಎಂದರೇನು?,Sitagliptin,medicine_info
kn,Sitagliptin ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Sitagliptin,medicine_info
kn,Sitagliptin ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Sitagliptin,medicine_info
kn,Sitagliptin ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Sitagliptin,uses
kn,Sitagliptin ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Sitagliptin,uses
kn,Sitagliptin ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Sitagliptin,uses
kn,Sitagliptin ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Sitagliptin,side_effects
kn,Sitagliptin ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Sitagliptin,side_effects
kn,Sitagliptin ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Sitagliptin,side_effects
kn,Sitagliptin ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Sitagliptin,contraindications
kn,Sitagliptin ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Sitagliptin,contraindications
kn,ಯಾರು Sitagliptin ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Sitagliptin,contraindications
kn,Sitagliptin ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Sitagliptin,warnings
kn,Sitagliptin ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Sitagliptin,warnings
kn,Sitagliptin ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Sitagliptin,warnings
kn,Sitagliptin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Sitagliptin,interactions
kn,Sitagliptin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Sitagliptin,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Sitagliptin ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Sitagliptin,interactions
kn,Sitagliptin ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Sitagliptin,dosage
kn,Sitagliptin ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Sitagliptin,dosage
kn,Sitagliptin ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Sitagliptin,dosage
kn,Empagliflozin ಎಂದರೇನು?,Empagliflozin,medicine_info
kn,Empagliflozin ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Empagliflozin,medicine_info
kn,Empagliflozin ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Empagliflozin,medicine_info
kn,Empagliflozin ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Empagliflozin,uses
kn,Empagliflozin ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Empagliflozin,uses
kn,Empagliflozin ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Empagliflozin,uses
kn,Empagliflozin ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Empagliflozin,side_effects
kn,Empagliflozin ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Empagliflozin,side_effects
kn,Empagliflozin ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Empagliflozin,side_effects
kn,Empagliflozin ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Empagliflozin,contraindications
kn,Empagliflozin ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Empagliflozin,contraindications
kn,ಯಾರು Empagliflozin ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Empagliflozin,contraindications
kn,Empagliflozin ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Empagliflozin,warnings
kn,Empagliflozin ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Empagliflozin,warnings
kn,Empagliflozin ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Empagliflozin,warnings
kn,Empagliflozin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Empagliflozin,interactions
kn,Empagliflozin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Empagliflozin,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Empagliflozin ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Empagliflozin,interactions
kn,Empagliflozin ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Empagliflozin,dosage
kn,Empagliflozin ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Empagliflozin,dosage
kn,Empagliflozin ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Empagliflozin,dosage
kn,Pioglitazone ಎಂದರೇನು?,Pioglitazone,medicine_info
kn,Pioglitazone ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Pioglitazone,medicine_info
kn,Pioglitazone ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Pioglitazone,medicine_info
kn,Pioglitazone ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Pioglitazone,uses
kn,Pioglitazone ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Pioglitazone,uses
kn,Pioglitazone ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Pioglitazone,uses
kn,Pioglitazone ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Pioglitazone,side_effects
kn,Pioglitazone ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Pioglitazone,side_effects
kn,Pioglitazone ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Pioglitazone,side_effects
kn,Pioglitazone ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Pioglitazone,contraindications
kn,Pioglitazone ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Pioglitazone,contraindications
kn,ಯಾರು Pioglitazone ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Pioglitazone,contraindications
kn,Pioglitazone ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Pioglitazone,warnings
kn,Pioglitazone ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Pioglitazone,warnings
kn,Pioglitazone ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Pioglitazone,warnings
kn,Pioglitazone ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Pioglitazone,interactions
kn,Pioglitazone ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Pioglitazone,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Pioglitazone ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Pioglitazone,interactions
kn,Pioglitazone ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Pioglitazone,dosage
kn,Pioglitazone ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Pioglitazone,dosage
kn,Pioglitazone ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Pioglitazone,dosage
kn,Insulin Glargine ಎಂದರೇನು?,Insulin Glargine,medicine_info
kn,Insulin Glargine ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Insulin Glargine,medicine_info
kn,Insulin Glargine ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Insulin Glargine,medicine_info
kn,Insulin Glargine ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Insulin Glargine,uses
kn,Insulin Glargine ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Insulin Glargine,uses
kn,Insulin Glargine ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Insulin Glargine,uses
kn,Insulin Glargine ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Insulin Glargine,side_effects
kn,Insulin Glargine ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Insulin Glargine,side_effects
kn,Insulin Glargine ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Insulin Glargine,side_effects
kn,Insulin Glargine ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Insulin Glargine,contraindications
kn,Insulin Glargine ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Insulin Glargine,contraindications
kn,ಯಾರು Insulin Glargine ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Insulin Glargine,contraindications
kn,Insulin Glargine ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Insulin Glargine,warnings
kn,Insulin Glargine ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Insulin Glargine,warnings
kn,Insulin Glargine ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Insulin Glargine,warnings
kn,Insulin Glargine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Insulin Glargine,interactions
kn,Insulin Glargine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Insulin Glargine,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Insulin Glargine ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Insulin Glargine,interactions
kn,Insulin Glargine ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Insulin Glargine,dosage
kn,Insulin Glargine ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Insulin Glargine,dosage
kn,Insulin Glargine ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Insulin Glargine,dosage
kn,Dapagliflozin ಎಂದರೇನು?,Dapagliflozin,medicine_info
kn,Dapagliflozin ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Dapagliflozin,medicine_info
kn,Dapagliflozin ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Dapagliflozin,medicine_info
kn,Dapagliflozin ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Dapagliflozin,uses
kn,Dapagliflozin ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Dapagliflozin,uses
kn,Dapagliflozin ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Dapagliflozin,uses
kn,Dapagliflozin ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Dapagliflozin,side_effects
kn,Dapagliflozin ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Dapagliflozin,side_effects
kn,Dapagliflozin ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Dapagliflozin,side_effects
kn,Dapagliflozin ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Dapagliflozin,contraindications
kn,Dapagliflozin ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Dapagliflozin,contraindications
kn,ಯಾರು Dapagliflozin ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Dapagliflozin,contraindications
kn,Dapagliflozin ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Dapagliflozin,warnings
kn,Dapagliflozin ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Dapagliflozin,warnings
kn,Dapagliflozin ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Dapagliflozin,warnings
kn,Dapagliflozin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Dapagliflozin,interactions
kn,Dapagliflozin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Dapagliflozin,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Dapagliflozin ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Dapagliflozin,interactions
kn,Dapagliflozin ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Dapagliflozin,dosage
kn,Dapagliflozin ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Dapagliflozin,dosage
kn,Dapagliflozin ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Dapagliflozin,dosage
kn,Vildagliptin ಎಂದರೇನು?,Vildagliptin,medicine_info
kn,Vildagliptin ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Vildagliptin,medicine_info
kn,Vildagliptin ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Vildagliptin,medicine_info
kn,Vildagliptin ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Vildagliptin,uses
kn,Vildagliptin ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Vildagliptin,uses
kn,Vildagliptin ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Vildagliptin,uses
kn,Vildagliptin ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Vildagliptin,side_effects
kn,Vildagliptin ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Vildagliptin,side_effects
kn,Vildagliptin ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Vildagliptin,side_effects
kn,Vildagliptin ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Vildagliptin,contraindications
kn,Vildagliptin ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Vildagliptin,contraindications
kn,ಯಾರು Vildagliptin ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Vildagliptin,contraindications
kn,Vildagliptin ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Vildagliptin,warnings
kn,Vildagliptin ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Vildagliptin,warnings
kn,Vildagliptin ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Vildagliptin,warnings
kn,Vildagliptin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Vildagliptin,interactions
kn,Vildagliptin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Vildagliptin,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Vildagliptin ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Vildagliptin,interactions
kn,Vildagliptin ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Vildagliptin,dosage
kn,Vildagliptin ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Vildagliptin,dosage
kn,Vildagliptin ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Vildagliptin,dosage
kn,Acarbose ಎಂದರೇನು?,Acarbose,medicine_info
kn,Acarbose ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Acarbose,medicine_info
kn,Acarbose ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Acarbose,medicine_info
kn,Acarbose ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Acarbose,uses
kn,Acarbose ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Acarbose,uses
kn,Acarbose ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Acarbose,uses
kn,Acarbose ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Acarbose,side_effects
kn,Acarbose ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Acarbose,side_effects
kn,Acarbose ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Acarbose,side_effects
kn,Acarbose ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Acarbose,contraindications
kn,Acarbose ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Acarbose,contraindications
kn,ಯಾರು Acarbose ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Acarbose,contraindications
kn,Acarbose ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Acarbose,warnings
kn,Acarbose ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Acarbose,warnings
kn,Acarbose ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Acarbose,warnings
kn,Acarbose ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Acarbose,interactions
kn,Acarbose ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Acarbose,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Acarbose ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Acarbose,interactions
kn,Acarbose ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Acarbose,dosage
kn,Acarbose ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Acarbose,dosage
kn,Acarbose ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Acarbose,dosage
kn,Amlodipine ಎಂದರೇನು?,Amlodipine,medicine_info
kn,Amlodipine ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Amlodipine,medicine_info
kn,Amlodipine ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Amlodipine,medicine_info
kn,Amlodipine ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Amlodipine,uses
kn,Amlodipine ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Amlodipine,uses
kn,Amlodipine ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Amlodipine,uses
kn,Amlodipine ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Amlodipine,side_effects
kn,Amlodipine ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Amlodipine,side_effects
kn,Amlodipine ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Amlodipine,side_effects
kn,Amlodipine ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Amlodipine,contraindications
kn,Amlodipine ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Amlodipine,contraindications
kn,ಯಾರು Amlodipine ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Amlodipine,contraindications
kn,Amlodipine ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Amlodipine,warnings
kn,Amlodipine ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Amlodipine,warnings
kn,Amlodipine ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Amlodipine,warnings
kn,Amlodipine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Amlodipine,interactions
kn,Amlodipine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Amlodipine,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Amlodipine ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Amlodipine,interactions
kn,Amlodipine ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Amlodipine,dosage
kn,Amlodipine ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Amlodipine,dosage
kn,Amlodipine ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Amlodipine,dosage
kn,Losartan ಎಂದರೇನು?,Losartan,medicine_info
kn,Losartan ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Losartan,medicine_info
kn,Losartan ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Losartan,medicine_info
kn,Losartan ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Losartan,uses
