language,query,medicine,intent
kn,Carvedilol ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Carvedilol,warnings
en,Can Atenolol interact with other drugs?,Atenolol,interactions
en,Are there any warnings about Sulfasalazine?,Sulfasalazine,warnings
tulu,Leflunomide ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Leflunomide,uses
en,What are the side effects of Prednisolone?,Prednisolone,side_effects
kn,Pioglitazone ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Pioglitazone,side_effects
kn,Vildagliptin ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Vildagliptin,uses
en,What problems can Amlodipine cause?,Amlodipine,side_effects
en,Who should not take Atenolol?,Atenolol,contraindications
kn,Telmisartan ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Telmisartan,side_effects
tulu,Naproxen ದೆಂದ್?,Naproxen,medicine_info
tulu,Acarbose ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Acarbose,medicine_info
en,Tell me about Atenolol.,Atenolol,medicine_info
tulu,Glimepiride ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Glimepiride,medicine_info
kn,Pioglitazone ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Pioglitazone,dosage
kn,Chlorthalidone ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Chlorthalidone,side_effects
tulu,Prednisolone ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Prednisolone,side_effects
kn,ಯಾವ ಔಷಧಿಗಳು Pioglitazone ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Pioglitazone,interactions
kn,Pioglitazone ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Pioglitazone,uses
tulu,Enalapril ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Enalapril,medicine_info
kn,Amlodipine ಎಂದರೇನು?,Amlodipine,medicine_info
tulu,Carvedilol ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Carvedilol,dosage
kn,Hydrochlorothiazide ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Hydrochlorothiazide,side_effects
en,Tell me about Amlodipine.,Amlodipine,medicine_info
tulu,Amlodipine ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Amlodipine,warnings
kn,Carvedilol ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Carvedilol,medicine_info
kn,Glipizide ಎಂದರೇನು?,Glipizide,medicine_info
tulu,Losartan ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Losartan,dosage
en,Tell me about Glimepiride.,Glimepiride,medicine_info
tulu,Carvedilol ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Carvedilol,medicine_info
en,When should Atenolol not be used?,Atenolol,contraindications
en,Why is Glimepiride used?,Glimepiride,uses
en,Can Telmisartan interact with other drugs?,Telmisartan,interactions
kn,Sitagliptin ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Sitagliptin,contraindications
tulu,Atenolol ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Atenolol,dosage
kn,Vildagliptin ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Vildagliptin,warnings
kn,Metformin ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Metformin,side_effects
en,What is Insulin Glargine?,Insulin Glargine,medicine_info
kn,ಯಾರು Enalapril ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Enalapril,contraindications
en,What medicines can interact with Amlodipine?,Amlodipine,interactions
kn,Glipizide ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Glipizide,warnings
tulu,Leflunomide ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Leflunomide,warnings
kn,Celecoxib ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Celecoxib,contraindications
tulu,Colchicine ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Colchicine,dosage
kn,Methotrexate ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Methotrexate,medicine_info
en,Can Ramipril interact with other drugs?,Ramipril,interactions
en,What medicines can interact with Insulin Glargine?,Insulin Glargine,interactions
en,What are the side effects of Diclofenac?,Diclofenac,side_effects
kn,ಯಾರು Diclofenac ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Diclofenac,contraindications
tulu,Losartan ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Losartan,interactions
kn,Hydrochlorothiazide ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Hydrochlorothiazide,uses
en,How do I take Methotrexate?,Methotrexate,dosage
kn,ಯಾರು Dapagliflozin ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Dapagliflozin,contraindications
en,What is Vildagliptin used for?,Vildagliptin,uses
en,Who should not take Empagliflozin?,Empagliflozin,contraindications
kn,Pioglitazone ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Pioglitazone,dosage
en,Does Vildagliptin interact with other medicines?,Vildagliptin,interactions
tulu,ಯಾರೆ Chlorthalidone ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Chlorthalidone,contraindications
tulu,Prednisolone ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Prednisolone,warnings
kn,Leflunomide ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Leflunomide,contraindications
tulu,Carvedilol ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Carvedilol,side_effects
kn,Methotrexate ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Methotrexate,contraindications
en,Can Pioglitazone cause any side effects?,Pioglitazone,side_effects
en,Why is Leflunomide used?,Leflunomide,uses
kn,Naproxen ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Naproxen,side_effects
tulu,Empagliflozin ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Empagliflozin,uses
tulu,Naproxen ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Naproxen,side_effects
kn,Pioglitazone ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Pioglitazone,side_effects
kn,Glimepiride ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Glimepiride,uses
tulu,Carvedilol ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Carvedilol,uses
en,Who should not take Pioglitazone?,Pioglitazone,contraindications
en,What do I need to know about Naproxen?,Naproxen,medicine_info
en,Are there any warnings about Ramipril?,Ramipril,warnings
kn,Methotrexate ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Methotrexate,medicine_info
tulu,Ramipril ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Ramipril,dosage
en,When should Ibuprofen not be used?,Ibuprofen,contraindications
kn,Leflunomide ಎಂದರೇನು?,Leflunomide,medicine_info
kn,Leflunomide ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Leflunomide,interactions
en,What is Sulfasalazine?,Sulfasalazine,medicine_info
en,How should Ibuprofen be taken?,Ibuprofen,dosage
en,What is Hydroxychloroquine used for?,Hydroxychloroquine,uses
kn,ಯಾರು Empagliflozin ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Empagliflozin,contraindications
kn,Methotrexate ಎಂದರೇನು?,Methotrexate,medicine_info
en,What is the dosage information for Vildagliptin?,Vildagliptin,dosage
tulu,Carvedilol ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Carvedilol,uses
en,What is Losartan?,Losartan,medicine_info
kn,Naproxen ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Naproxen,interactions
tulu,Sulfasalazine ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Sulfasalazine,dosage
kn,Hydroxychloroquine ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Hydroxychloroquine,contraindications
kn,Pioglitazone ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Pioglitazone,uses
kn,Enalapril ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Enalapril,uses
kn,Amlodipine ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Amlodipine,dosage
en,Can Prednisolone cause any side effects?,Prednisolone,side_effects
kn,Ibuprofen ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Ibuprofen,dosage
kn,Sitagliptin ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Sitagliptin,warnings
en,How do I take Clonidine?,Clonidine,dosage
tulu,Insulin Glargine ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Insulin Glargine,uses
kn,Carvedilol ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Carvedilol,dosage
tulu,Leflunomide ದೆಂದ್?,Leflunomide,medicine_info
kn,Enalapril ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Enalapril,warnings
en,Are there any warnings about Diclofenac?,Diclofenac,warnings
tulu,Prednisolone ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Prednisolone,dosage
en,Can Atenolol cause any side effects?,Atenolol,side_effects
tulu,ಯಾರೆ Glipizide ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Glipizide,contraindications
kn,Empagliflozin ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Empagliflozin,side_effects
en,What is the dosage information for Carvedilol?,Carvedilol,dosage
kn,Empagliflozin ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Empagliflozin,warnings
en,What conditions is Prednisolone used for?,Prednisolone,uses
tulu,Pioglitazone ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Pioglitazone,dosage
en,When should Colchicine not be used?,Colchicine,contraindications
en,Does Celecoxib interact with other medicines?,Celecoxib,interactions
tulu,Ramipril ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Ramipril,warnings
kn,Diclofenac ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Diclofenac,warnings
kn,Chlorthalidone ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Chlorthalidone,warnings
en,What is Glipizide used for?,Glipizide,uses
en,What is Carvedilol?,Carvedilol,medicine_info
en,How do I take Ramipril?,Ramipril,dosage
tulu,Ibuprofen ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Ibuprofen,contraindications
en,What warnings should I know about Enalapril?,Enalapril,warnings
en,Does Insulin Glargine interact with other medicines?,Insulin Glargine,interactions
kn,Hydroxychloroquine ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Hydroxychloroquine,uses
kn,Dapagliflozin ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Dapagliflozin,dosage
kn,Carvedilol ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Carvedilol,dosage
kn,Diclofenac ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Diclofenac,dosage
tulu,Amlodipine ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Amlodipine,contraindications
en,What is Diclofenac used for?,Diclofenac,uses
en,How should Hydrochlorothiazide be taken?,Hydrochlorothiazide,dosage
tulu,Atenolol ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Atenolol,uses
tulu,Clonidine ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Clonidine,dosage
en,Can Sulfasalazine interact with other drugs?,Sulfasalazine,interactions
en,Who should avoid Atenolol?,Atenolol,contraindications
tulu,Atenolol ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Atenolol,interactions
tulu,Sulfasalazine ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Sulfasalazine,side_effects
tulu,Clonidine ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Clonidine,warnings
kn,Atenolol ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Atenolol,dosage
kn,Amlodipine ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Amlodipine,medicine_info
en,When should Empagliflozin not be used?,Empagliflozin,contraindications
kn,Sulfasalazine ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Sulfasalazine,contraindications
tulu,Dapagliflozin ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Dapagliflozin,uses
en,How do I take Leflunomide?,Leflunomide,dosage
en,What is Pioglitazone?,Pioglitazone,medicine_info
en,Tell me about Acarbose.,Acarbose,medicine_info
en,Are there any warnings about Atenolol?,Atenolol,warnings
en,What do I need to know about Ibuprofen?,Ibuprofen,medicine_info
en,How should Glipizide be taken?,Glipizide,dosage
kn,Enalapril ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Enalapril,warnings
en,Can Celecoxib interact with other drugs?,Celecoxib,interactions
en,What are the side effects of Glipizide?,Glipizide,side_effects
en,What do I need to know about Carvedilol?,Carvedilol,medicine_info
en,What are the side effects of Clonidine?,Clonidine,side_effects
tulu,Leflunomide ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Leflunomide,interactions
tulu,Pioglitazone ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Pioglitazone,warnings
kn,Insulin Glargine ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Insulin Glargine,side_effects
tulu,Ibuprofen ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Ibuprofen,contraindications
tulu,Leflunomide ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Leflunomide,uses
kn,Clonidine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Clonidine,interactions
kn,Vildagliptin ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Vildagliptin,dosage
en,Are there any warnings about Glipizide?,Glipizide,warnings
kn,Acarbose ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Acarbose,warnings
en,Are there any warnings about Telmisartan?,Telmisartan,warnings
tulu,Hydroxychloroquine ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Hydroxychloroquine,dosage
kn,Metformin ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Metformin,contraindications
kn,ಯಾವ ಔಷಧಿಗಳು Ibuprofen ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Ibuprofen,interactions
en,What is Telmisartan used for?,Telmisartan,uses
en,When should Methotrexate not be used?,Methotrexate,contraindications
tulu,Glipizide ದೆಂದ್?,Glipizide,medicine_info
en,What medicines can interact with Ramipril?,Ramipril,interactions
tulu,Prednisolone ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Prednisolone,contraindications
tulu,Chlorthalidone ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Chlorthalidone,side_effects
tulu,Chlorthalidone ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Chlorthalidone,uses
en,When should Telmisartan not be used?,Telmisartan,contraindications
tulu,Glipizide ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Glipizide,dosage
tulu,Insulin Glargine ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Insulin Glargine,interactions
en,Does Prednisolone interact with other medicines?,Prednisolone,interactions
tulu,Glipizide ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Glipizide,side_effects
tulu,Clonidine ದೆಂದ್?,Clonidine,medicine_info
en,What warnings should I know about Metformin?,Metformin,warnings
kn,Empagliflozin ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Empagliflozin,side_effects
en,What conditions is Vildagliptin used for?,Vildagliptin,uses
kn,Chlorthalidone ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Chlorthalidone,uses
kn,Sulfasalazine ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Sulfasalazine,medicine_info
en,What do I need to know about Acarbose?,Acarbose,medicine_info
tulu,Celecoxib ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Celecoxib,interactions
en,What medicines can interact with Colchicine?,Colchicine,interactions
kn,Clonidine ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Clonidine,dosage
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Diclofenac ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Diclofenac,interactions
en,What are the side effects of Ramipril?,Ramipril,side_effects
en,What is Leflunomide?,Leflunomide,medicine_info
tulu,Insulin Glargine ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Insulin Glargine,medicine_info
en,How do I take Hydrochlorothiazide?,Hydrochlorothiazide,dosage
kn,Hydroxychloroquine ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Hydroxychloroquine,medicine_info
tulu,Glimepiride ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Glimepiride,side_effects
kn,Glimepiride ಎಂದರೇನು?,Glimepiride,medicine_info
en,What medicines can interact with Empagliflozin?,Empagliflozin,interactions
kn,Ramipril ಎಂದರೇನು?,Ramipril,medicine_info
en,What medicines can interact with Naproxen?,Naproxen,interactions
en,What do I need to know about Sitagliptin?,Sitagliptin,medicine_info
kn,Empagliflozin ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Empagliflozin,warnings
kn,Empagliflozin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Empagliflozin,interactions
kn,Telmisartan ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Telmisartan,dosage
tulu,Sulfasalazine ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Sulfasalazine,contraindications
tulu,Leflunomide ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Leflunomide,warnings
kn,Carvedilol ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Carvedilol,side_effects
en,Who should not take Acarbose?,Acarbose,contraindications
en,Who should not take Hydrochlorothiazide?,Hydrochlorothiazide,contraindications
en,Does Glimepiride interact with other medicines?,Glimepiride,interactions
kn,Naproxen ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Naproxen,dosage
en,What conditions is Methotrexate used for?,Methotrexate,uses
tulu,Colchicine ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Colchicine,warnings
en,What is Telmisartan?,Telmisartan,medicine_info
en,What do I need to know about Enalapril?,Enalapril,medicine_info
tulu,Sulfasalazine ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Sulfasalazine,warnings
kn,Vildagliptin ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Vildagliptin,interactions
tulu,Pioglitazone ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Pioglitazone,dosage
kn,Losartan ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Losartan,interactions
en,What should I be careful about when taking Carvedilol?,Carvedilol,warnings
kn,Metformin ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Metformin,uses
en,Does Metformin interact with other medicines?,Metformin,interactions
tulu,Dapagliflozin ದೆಂದ್?,Dapagliflozin,medicine_info
tulu,Pioglitazone ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Pioglitazone,contraindications
kn,Clonidine ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Clonidine,dosage
kn,Losartan ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Losartan,uses
en,What is Metformin used for?,Metformin,uses
en,Are there any warnings about Vildagliptin?,Vildagliptin,warnings
tulu,Celecoxib ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Celecoxib,contraindications
tulu,Glipizide ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Glipizide,warnings
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Celecoxib ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Celecoxib,interactions
tulu,Sulfasalazine ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Sulfasalazine,side_effects
kn,Telmisartan ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Telmisartan,interactions
tulu,Celecoxib ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Celecoxib,dosage
en,Are there any warnings about Hydroxychloroquine?,Hydroxychloroquine,warnings
en,What conditions is Ibuprofen used for?,Ibuprofen,uses
en,Tell me about Ramipril.,Ramipril,medicine_info
en,What warnings should I know about Sitagliptin?,Sitagliptin,warnings
kn,Glipizide ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Glipizide,interactions
en,What medicines can interact with Celecoxib?,Celecoxib,interactions
kn,Naproxen ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Naproxen,warnings
tulu,Diclofenac ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Diclofenac,warnings
kn,Losartan ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Losartan,uses
kn,Hydrochlorothiazide ಎಂದರೇನು?,Hydrochlorothiazide,medicine_info
kn,Sulfasalazine ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Sulfasalazine,medicine_info
en,What is Empagliflozin used for?,Empagliflozin,uses
kn,Ramipril ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Ramipril,warnings
kn,Sulfasalazine ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Sulfasalazine,warnings
tulu,Sitagliptin ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Sitagliptin,uses
kn,Clonidine ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Clonidine,interactions
en,Who should not take Losartan?,Losartan,contraindications
en,What problems can Sulfasalazine cause?,Sulfasalazine,side_effects
tulu,Ramipril ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Ramipril,side_effects
tulu,Colchicine ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Colchicine,side_effects
en,Tell me about Sulfasalazine.,Sulfasalazine,medicine_info
en,When should Hydrochlorothiazide not be used?,Hydrochlorothiazide,contraindications
tulu,Diclofenac ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Diclofenac,dosage
tulu,Telmisartan ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Telmisartan,side_effects
en,What conditions is Metformin used for?,Metformin,uses
